       Step     Time          Energy          fmax
FIRE2:    0 01:09:33    -1074.542969       49.443963
FIRE2:    1 01:09:34     -944.141357      933.877962
FIRE2:    2 01:09:34    -1049.139893      404.563941
FIRE2:    3 01:09:39    -1056.137939      338.433278
FIRE2:    4 01:09:39    -1074.564575       48.208147
FIRE2:    5 01:09:39    -1074.920654       15.910804
FIRE2:    6 01:09:40    -1074.956787        1.454652
FIRE2:    7 01:09:40    -1074.957031        1.045252
FIRE2:    8 01:09:40    -1074.957031        0.497080
FIRE2:    9 01:09:40    -1074.957153        0.116785
FIRE2:   10 01:09:41    -1074.957275        0.037304
FIRE2:   11 01:09:41    -1074.957031        0.034647
FIRE2:   12 01:09:41    -1074.957153        0.031013
FIRE2:   13 01:09:41    -1074.957031        0.026688
FIRE2:   14 01:09:41    -1074.957031        0.022136
FIRE2:   15 01:09:42    -1074.957031        0.014575
FIRE2:   16 01:09:42    -1074.957153        0.009900
FIRE2:   17 01:09:42    -1074.957153        0.003509
FIRE2:   18 01:09:42    -1074.957275        0.004588
FIRE2:   19 01:09:43    -1074.957031        0.004165
FIRE2:   20 01:09:43    -1074.957031        0.004174
FIRE2:   21 01:09:43    -1074.957031        0.003964
FIRE2:   22 01:09:43    -1074.957031        0.004713
FIRE2:   23 01:09:43    -1074.957031        0.005366
FIRE2:   24 01:09:44    -1074.957153        0.002179
FIRE2:   25 01:09:44    -1074.957153        0.002219
FIRE2:   26 01:09:44    -1074.957031        0.003024
FIRE2:   27 01:09:44    -1074.957153        0.000617
       Step     Time          Energy          fmax
FIRE2:    0 01:23:52    -1074.542969       49.443971
FIRE2:    1 01:23:52     -944.141479      933.876281
FIRE2:    2 01:23:52    -1049.139893      404.564002
FIRE2:    3 01:23:57    -1056.137939      338.433009
FIRE2:    4 01:23:57    -1074.564453       48.203394
FIRE2:    5 01:23:58    -1074.920654       15.913273
FIRE2:    6 01:23:58    -1074.956787        1.452973
FIRE2:    7 01:23:58    -1074.957031        1.044524
FIRE2:    8 01:23:58    -1074.957153        0.499425
FIRE2:    9 01:23:59    -1074.957275        0.116113
FIRE2:   10 01:23:59    -1074.957275        0.037624
FIRE2:   11 01:23:59    -1074.957153        0.034552
FIRE2:   12 01:23:59    -1074.957031        0.030727
FIRE2:   13 01:23:59    -1074.957031        0.027495
FIRE2:   14 01:24:00    -1074.957031        0.019590
FIRE2:   15 01:24:00    -1074.957031        0.014112
FIRE2:   16 01:24:00    -1074.957153        0.007184
FIRE2:   17 01:24:00    -1074.957031        0.000240
       Step     Time          Energy          fmax
FIRE2:    0 01:33:19    -1074.542969       49.443950
FIRE2:    1 01:33:20     -944.141357      933.876889
FIRE2:    2 01:33:20    -1049.139893      404.564365
FIRE2:    3 01:33:27    -1056.137939      338.432825
FIRE2:    4 01:33:28    -1074.564697       48.208117
FIRE2:    5 01:33:28    -1074.920654       15.910756
FIRE2:    6 01:33:29    -1074.956787        1.454808
FIRE2:    7 01:33:29    -1074.957031        1.047693
FIRE2:    8 01:33:30    -1074.957031        0.497080
FIRE2:    9 01:33:30    -1074.957031        0.115838
FIRE2:   10 01:33:31    -1074.957275        0.037317
FIRE2:   11 01:33:31    -1074.957031        0.034652
FIRE2:   12 01:33:31    -1074.957153        0.031018
FIRE2:   13 01:33:32    -1074.957031        0.026082
FIRE2:   14 01:33:32    -1074.957031        0.021760
FIRE2:   15 01:33:33    -1074.957031        0.014879
FIRE2:   16 01:33:33    -1074.957153        0.007650
FIRE2:   17 01:33:33    -1074.957031        0.000957
