       Step     Time          Energy          fmax
FIRE2:    0 01:08:47    -1061.459717        0.107664
FIRE2:    1 01:08:47    -1061.464233        0.101615
FIRE2:    2 01:08:47    -1061.472534        0.089734
FIRE2:    3 01:08:48    -1061.482910        0.072631
FIRE2:    4 01:08:48    -1061.492920        0.051249
FIRE2:    5 01:08:48    -1061.500732        0.033359
FIRE2:    6 01:08:48    -1061.504883        0.018526
FIRE2:    7 01:08:49    -1061.505249        0.018585
FIRE2:    8 01:08:49    -1061.505615        0.014258
FIRE2:    9 01:08:49    -1061.505615        0.013962
FIRE2:   10 01:08:50    -1061.505737        0.013670
FIRE2:   11 01:08:50    -1061.505737        0.013655
FIRE2:   12 01:08:50    -1061.505859        0.013620
FIRE2:   13 01:08:50    -1061.506104        0.013603
FIRE2:   14 01:08:50    -1061.506104        0.013560
FIRE2:   15 01:08:51    -1061.506348        0.013517
FIRE2:   16 01:08:51    -1061.506348        0.013465
FIRE2:   17 01:08:51    -1061.506348        0.013408
FIRE2:   18 01:08:51    -1061.506592        0.013325
FIRE2:   19 01:08:52    -1061.506592        0.013234
FIRE2:   20 01:08:52    -1061.506714        0.013125
FIRE2:   21 01:08:52    -1061.506836        0.013005
FIRE2:   22 01:08:52    -1061.506836        0.012865
FIRE2:   23 01:08:53    -1061.506836        0.012719
FIRE2:   24 01:08:53    -1061.506836        0.012559
FIRE2:   25 01:08:53    -1061.507080        0.012377
FIRE2:   26 01:08:53    -1061.507080        0.012195
FIRE2:   27 01:08:54    -1061.507080        0.011996
FIRE2:   28 01:08:54    -1061.506958        0.011790
FIRE2:   29 01:08:54    -1061.507080        0.011537
FIRE2:   30 01:08:54    -1061.507080        0.011252
FIRE2:   31 01:08:55    -1061.507324        0.010909
FIRE2:   32 01:08:55    -1061.507324        0.010533
FIRE2:   33 01:08:55    -1061.507324        0.010099
FIRE2:   34 01:08:55    -1061.507446        0.009607
FIRE2:   35 01:08:56    -1061.507568        0.009058
FIRE2:   36 01:08:56    -1061.507568        0.008442
FIRE2:   37 01:08:56    -1061.507690        0.007746
FIRE2:   38 01:08:56    -1061.507812        0.006971
FIRE2:   39 01:08:57    -1061.507935        0.006085
FIRE2:   40 01:08:57    -1061.508057        0.005086
FIRE2:   41 01:08:57    -1061.508057        0.003961
FIRE2:   42 01:08:57    -1061.508301        0.002687
FIRE2:   43 01:08:58    -1061.508301        0.001278
FIRE2:   44 01:08:58    -1061.508179        0.003443
FIRE2:   45 01:08:58    -1061.508301        0.002126
FIRE2:   46 01:08:58    -1061.508179        0.001510
FIRE2:   47 01:08:59    -1061.508301        0.000726
       Step     Time          Energy          fmax
FIRE2:    0 01:27:19    -1061.459717        0.107664
FIRE2:    1 01:27:19    -1061.464233        0.101614
FIRE2:    2 01:27:20    -1061.472656        0.089733
FIRE2:    3 01:27:20    -1061.482788        0.072631
FIRE2:    4 01:27:20    -1061.492920        0.051252
FIRE2:    5 01:27:20    -1061.500732        0.033363
FIRE2:    6 01:27:21    -1061.504761        0.018524
FIRE2:    7 01:27:21    -1061.505249        0.018585
FIRE2:    8 01:27:21    -1061.505615        0.014270
FIRE2:    9 01:27:21    -1061.505615        0.013968
FIRE2:   10 01:27:22    -1061.505615        0.013669
FIRE2:   11 01:27:22    -1061.505737        0.013656
FIRE2:   12 01:27:22    -1061.505859        0.013622
FIRE2:   13 01:27:22    -1061.505981        0.013603
FIRE2:   14 01:27:23    -1061.506104        0.013563
FIRE2:   15 01:27:23    -1061.506348        0.013519
FIRE2:   16 01:27:23    -1061.506348        0.013465
FIRE2:   17 01:27:23    -1061.506348        0.013407
FIRE2:   18 01:27:24    -1061.506592        0.013325
FIRE2:   19 01:27:24    -1061.506592        0.013235
FIRE2:   20 01:27:24    -1061.506714        0.013125
FIRE2:   21 01:27:24    -1061.506836        0.013006
FIRE2:   22 01:27:24    -1061.506836        0.012864
FIRE2:   23 01:27:25    -1061.506836        0.012721
FIRE2:   24 01:27:25    -1061.506836        0.012560
FIRE2:   25 01:27:25    -1061.507080        0.012376
FIRE2:   26 01:27:25    -1061.506958        0.012196
FIRE2:   27 01:27:26    -1061.507080        0.011993
FIRE2:   28 01:27:26    -1061.507080        0.011790
FIRE2:   29 01:27:26    -1061.507202        0.011536
FIRE2:   30 01:27:26    -1061.507080        0.011249
FIRE2:   31 01:27:27    -1061.507324        0.010911
FIRE2:   32 01:27:27    -1061.507324        0.010534
FIRE2:   33 01:27:27    -1061.507324        0.010098
FIRE2:   34 01:27:27    -1061.507446        0.009606
FIRE2:   35 01:27:28    -1061.507568        0.009057
FIRE2:   36 01:27:28    -1061.507568        0.008439
FIRE2:   37 01:27:28    -1061.507812        0.007746
FIRE2:   38 01:27:28    -1061.507812        0.006970
FIRE2:   39 01:27:28    -1061.507935        0.006087
FIRE2:   40 01:27:29    -1061.508057        0.005087
FIRE2:   41 01:27:29    -1061.508057        0.003958
FIRE2:   42 01:27:29    -1061.508301        0.002684
FIRE2:   43 01:27:29    -1061.508179        0.001283
FIRE2:   44 01:27:30    -1061.508179        0.003928
FIRE2:   45 01:27:30    -1061.508179        0.002387
FIRE2:   46 01:27:30    -1061.508301        0.001644
FIRE2:   47 01:27:31    -1061.508179        0.000710
