       Step     Time          Energy          fmax
FIRE2:    0 01:03:04    -1070.905762        0.149008
FIRE2:    1 01:03:12    -1070.906738        0.148747
FIRE2:    2 01:03:16    -1070.906128        0.148402
FIRE2:    3 01:03:20    -1070.910645        0.147553
FIRE2:    4 01:03:23    -1070.912354        0.146679
FIRE2:    5 01:03:27    -1070.916504        0.145448
FIRE2:    6 01:03:31    -1070.920410        0.144060
FIRE2:    7 01:03:35    -1070.925659        0.142388
FIRE2:    8 01:03:38    -1070.928711        0.140667
FIRE2:    9 01:03:42    -1070.933838        0.138593
FIRE2:   10 01:03:46    -1070.940918        0.136253
FIRE2:   11 01:03:50    -1070.946899        0.133773
FIRE2:   12 01:03:53    -1070.954346        0.131024
FIRE2:   13 01:03:57    -1070.960449        0.128170
FIRE2:   14 01:04:01    -1070.968506        0.125025
FIRE2:   15 01:04:05    -1070.977417        0.121615
FIRE2:   16 01:04:08    -1070.984863        0.118108
FIRE2:   17 01:04:12    -1070.992920        0.114406
FIRE2:   18 01:04:16    -1071.000610        0.110549
FIRE2:   19 01:04:19    -1071.009521        0.106432
FIRE2:   20 01:04:23    -1071.017334        0.102182
FIRE2:   21 01:04:27    -1071.026367        0.097699
FIRE2:   22 01:04:31    -1071.034424        0.092682
FIRE2:   23 01:04:35    -1071.045166        0.086819
FIRE2:   24 01:04:38    -1071.055664        0.080140
FIRE2:   25 01:04:42    -1071.066650        0.072470
FIRE2:   26 01:04:46    -1071.076416        0.063825
FIRE2:   27 01:04:50    -1071.086914        0.053829
FIRE2:   28 01:04:53    -1071.098755        0.042259
FIRE2:   29 01:04:57    -1071.107056        0.029293
FIRE2:   30 01:05:01    -1071.112549        0.014604
FIRE2:   31 01:05:05    -1071.114014        0.001891
FIRE2:   32 01:05:11    -1071.113525        0.002289
FIRE2:   33 01:05:15    -1071.114258        0.002209
FIRE2:   34 01:05:18    -1071.113525        0.002257
FIRE2:   35 01:05:22    -1071.113525        0.002229
FIRE2:   36 01:05:26    -1071.114746        0.002116
FIRE2:   37 01:05:30    -1071.114868        0.002057
FIRE2:   38 01:05:33    -1071.114014        0.002092
FIRE2:   39 01:05:37    -1071.114014        0.002038
FIRE2:   40 01:05:41    -1071.114258        0.001970
FIRE2:   41 01:05:45    -1071.114258        0.001893
FIRE2:   42 01:05:48    -1071.114990        0.001774
FIRE2:   43 01:05:52    -1071.115234        0.001692
FIRE2:   44 01:05:56    -1071.114990        0.001622
FIRE2:   45 01:05:59    -1071.114746        0.001551
FIRE2:   46 01:06:03    -1071.114258        0.001512
FIRE2:   47 01:06:07    -1071.113892        0.001452
FIRE2:   48 01:06:11    -1071.114990        0.001263
FIRE2:   49 01:06:15    -1071.113770        0.001259
FIRE2:   50 01:06:18    -1071.115234        0.001058
FIRE2:   51 01:06:22    -1071.114624        0.000982
       Step     Time          Energy          fmax
FIRE2:    0 01:21:29    -1070.905762        0.149008
FIRE2:    1 01:21:39    -1070.906738        0.148747
FIRE2:    2 01:21:43    -1070.906128        0.148402
FIRE2:    3 01:21:46    -1070.910645        0.147552
FIRE2:    4 01:21:50    -1070.912354        0.146679
FIRE2:    5 01:21:54    -1070.916504        0.145448
FIRE2:    6 01:21:57    -1070.920410        0.144060
FIRE2:    7 01:22:01    -1070.925659        0.142388
FIRE2:    8 01:22:05    -1070.928711        0.140667
FIRE2:    9 01:22:09    -1070.933838        0.138592
FIRE2:   10 01:22:12    -1070.940918        0.136253
FIRE2:   11 01:22:16    -1070.947021        0.133773
FIRE2:   12 01:22:20    -1070.954346        0.131024
FIRE2:   13 01:22:23    -1070.960449        0.128170
FIRE2:   14 01:22:27    -1070.968384        0.125025
FIRE2:   15 01:22:31    -1070.977417        0.121616
FIRE2:   16 01:22:34    -1070.984863        0.118108
FIRE2:   17 01:22:38    -1070.992920        0.114406
FIRE2:   18 01:22:42    -1071.000610        0.110549
FIRE2:   19 01:22:45    -1071.009521        0.106432
FIRE2:   20 01:22:49    -1071.017334        0.102182
FIRE2:   21 01:22:53    -1071.026367        0.097699
FIRE2:   22 01:22:57    -1071.034424        0.092681
FIRE2:   23 01:23:00    -1071.045166        0.086819
FIRE2:   24 01:23:04    -1071.055664        0.080140
FIRE2:   25 01:23:08    -1071.066650        0.072470
FIRE2:   26 01:23:12    -1071.076416        0.063825
FIRE2:   27 01:23:15    -1071.086914        0.053829
FIRE2:   28 01:23:19    -1071.098755        0.042259
FIRE2:   29 01:23:23    -1071.107056        0.029293
FIRE2:   30 01:23:26    -1071.112549        0.014604
FIRE2:   31 01:23:30    -1071.114014        0.001891
FIRE2:   32 01:23:36    -1071.113525        0.002289
FIRE2:   33 01:23:40    -1071.114258        0.002210
FIRE2:   34 01:23:44    -1071.113525        0.002256
FIRE2:   35 01:23:47    -1071.113525        0.002228
FIRE2:   36 01:23:51    -1071.114746        0.002115
FIRE2:   37 01:23:55    -1071.114868        0.002058
FIRE2:   38 01:23:58    -1071.114014        0.002092
FIRE2:   39 01:24:02    -1071.114014        0.002038
FIRE2:   40 01:24:06    -1071.114258        0.001970
FIRE2:   41 01:24:09    -1071.114258        0.001893
FIRE2:   42 01:24:13    -1071.114990        0.001774
FIRE2:   43 01:24:17    -1071.115234        0.001692
FIRE2:   44 01:24:21    -1071.114990        0.001622
FIRE2:   45 01:24:24    -1071.114868        0.001551
FIRE2:   46 01:24:28    -1071.114258        0.001512
FIRE2:   47 01:24:32    -1071.113892        0.001451
FIRE2:   48 01:24:35    -1071.114990        0.001262
FIRE2:   49 01:24:39    -1071.113770        0.001259
FIRE2:   50 01:24:43    -1071.115234        0.001058
FIRE2:   51 01:24:46    -1071.114624        0.000982
